title,date,rating,review,isEdited,userName
จ่ายเงินไม่ได้,2021-02-28 07:48:06,1,ททั้งจ่ายผ่านบัตร เงินสดพอกดซื้อบอกไม่สามารถทำการชำระเงินได้ ให้เปลี่ยนวิธีชำระ แต่พอเปลี่ยนแล้วก็ยังขึ้นแบบเดิม,FALSE,pimsrw
ความห่วย,2021-02-28 06:05:53,1,"อย่างแย่อะตั้งdefault setไว้เป็นบัตรก็เวลากดจ่ายก็ยังจะเป็นเงินสดแล้วก็ยกเลิกออเดอร์ไม่ได้
แล้วเวลาสั่งของที่อยู่ในแอพอะเคยตรงบ้างไหม
แล้วก็ไม่มีที่ให้ติดต่อเวลาส่งผิดบ้านอีกบางร้านให้รอเป็น20นาทีแล้วก็ยกเลิกมันใช่หรอ",FALSE,NoobFoob
ส่วนลด,2021-02-27 09:22:36,5,ชอบที่มีส่วนลดให้เยอะๆ,FALSE,น123เดชสี
-,2021-02-28 04:27:26,1,ตัดเงินผ่านบัตรแล้วไม่ออเดอร์ให้,FALSE,ddddsssdddsssddd
เสลาในการส่งอาหาร,2021-02-28 04:21:41,3,บางรายการอาหารเช่นผลไม้ไม่ได้เวลาปรุงน่าจะใช้เวลาที่เร็วขึ้นกว่าอาหาร,FALSE,ฉลามวาฬ
Location ไม่ตรง,2021-02-28 03:40:39,3,"Locaion ไม่ตรง ...ไม่สามารถแก้ไขให้ถูกต้องได้
...บางแห่งปักถูก แต่ข้อมูลในแอพไม่ละเอียด ก็ต้องหาที่ปักหมุนให้ผ่าน แบบใกล้เคียงที่จริงที่สุด 
...ค้นหาตำแหน่งที่อยู่ ไปไกลกว่าตำแหน่งจริงเยอะมาก ต้องดูเอง ปักหมุนใหม่เอง",FALSE,21 213 john
เข้าใช้งานไม่ได้,2021-02-28 03:32:15,1,สั่งอาหารไปแล้ว แล้วแอพขึ้นระบบขัดข้อง แบบนี้ของที่สั่งจะยังได้ทานมั้ยคะ เป็นแบบนี้บ่อยมากเลยในช่วง 2 อาทิตย์ที่ผ่านมา,FALSE,ซันฟลาว
แอพเวร,2021-02-27 17:22:02,1,สั่งของไปก็รอตั้งนาน ไปมาถูกยกเลิกส้นตีนเถอะ,FALSE,dnjdie
ใช้ครั้งเดียวพอแล้วค่ะ,2021-02-27 11:53:59,1,แย่มากค่ะ ตัดเงินจากบัตรแล้วไม่มีออเดอร์ขึ้น เหมือนหักเงินฟรีๆ พอจะตามเรื่องก็ไม่มีเบอร์คอลเซ็นเตอร์ ไม่เคยเจอเหตุการณ์แบบนี้จากเจ้าอื่นนะคะ แอปนี้ใช้ครั้งเดียวแล้วบายค่ะ ตามเรื่องไปก็ไม่รู้จะได้เรื่องไหม ปกติไม่เคยรีวิวนะคะ แต่ครั้งนี้ไม่ประทับใจจริงๆ ค่ะ แย่มาก,FALSE,ptmstly
Food panda,2021-02-27 07:27:43,5,บริการดี สั่งง่าย,FALSE,joingirlll
โค้ดส่วนลดใช้ไม่ได้จริง,2021-02-27 09:13:36,1,มีโค้ดส่วนลดให้ ทั้งที่กดได้แล้ว พอดำเนินการต่อกลับบอกว่าไม่สามารถใช้โค้ดนี้ได้,FALSE,แป้ง04
สั่งยาก,2021-02-27 08:43:33,1,"ออกแบบหน้าจอได้สั่งยากมาก 

แล้วก็ระบบจ่ายเงินใช้ไม่ได้เลย ทดลองหลายรอบละ

ห่วย",FALSE,ยำยำยำ
เป็นบริการที่ไม่มี call center,2021-02-27 05:34:28,1,"หากเกิดปัญหาต้องรอการตอบกลับ อย่างน้อย 24 ชม.
เช่น โดนหักเงินผ่านบัตรไปแล้ว แต่ออเดอร์ไม่ขึ้น ต้องมานั่งแจ้ง และรอพนักงานมาตอบกลับ 24 ชม ไม่ได้หมายถึงแก้ไขเรียบร้อยนะ แต่หมายถึงเค้าพึ่งจะเข้ามาดูให้",FALSE,Auesss
กาติดต่อแก้ปัญหาไม่สะดวก,2021-02-27 05:05:52,1,กดสั่งอาหาร ระบบแจ้งไม่สำเร็จ แต่ถูกหักเงินไป จะหาเบอร์ call center ก็ไม่มี ติดต่อยาก,FALSE,ชิวๆ งุงิ
สั่งง่าย สะดวก รวดเร็ว,2021-02-27 04:45:58,5,บริการดีมากค่ะ,FALSE,khingning
คือดีย์อะ,2021-02-27 03:24:34,5,ส่งบ่อยค่ะ มีส่วนลดอัพเดต ค่าส่งถูก รอไม่นานค่ะ,FALSE,TUCKKYTAO
สะดวกและรวดเร็ว,2021-02-26 13:43:39,5,ดีมาก,FALSE,โบกี้ รฟท.
ปรับปรุงไรเดอร์ด้วยค่ะ,2021-02-26 16:41:37,1,ไรเดอร์นิสัยแย่ดีค่ะ,FALSE,MrluvRw
ดีงาม,2021-02-26 10:10:31,5,ชอบตรงที่มีส่วนลด และใช้ส่วนลดง่ายมากกกกกกก,FALSE,หนูแดงตะแคงเดิน
อร่อยมาก,2021-02-26 09:08:51,5,อาหารรสชาติอร่อย สั่งกี่ครั้งก็ไม่เคยผิดหวัง,FALSE,ตะวันเคียงดาว
ของไม่ครับใครรับผิดชอบ?,2021-02-26 09:28:20,1,ได้ของมาไม่ครบติดต่อทางhelp center ก็ให้ถ่ายรูปพอถ่ายไปให้รอตั้งนาน แล้วก็ไม่มีไรเกิดขึ้น คือเสียเงินฟรีช่ะ โค้ดส่วนนลดถ้าไม่อยากให้ใช้จะแจกทำไม ทั้งๆที่ไม่ได้ใช้โค้ดเลย พอจะกดชำระเงินกลับบอกว่า คุณใช้โค้ดครบแล้วสำหรับวันนี้ คืออะไร ระบบก็ห่วย 3วันดี4วันไข้ แย่ที่สุด,FALSE,ddg go jhgghj
I like to use discounts for food,2021-02-25 05:48:26,5,"Good, many discounts for different types of food",FALSE,nntnp
อเมซอน,2021-02-26 05:03:55,2,มีสาขาที่ใกล้กว่า,FALSE,นานา14
งงมาก,2021-02-25 05:56:00,1,ล็อกอินเข้าไม่ได้WTF,FALSE,Hyunjinniee?????
ดี,2021-02-25 04:04:17,5,ก็สะดวกดี,FALSE,บ้าบอย
บริการดี,2021-02-25 03:46:05,5,ส่งไว ???? ราคาจัดส่งไม่แพง,FALSE,หม่อนแจน
สุดยอดในการจัดส่ง ในขณะนี้,2021-02-24 06:42:34,5,มีร้านค้าร่วมมากมาย ชอบมากค่ะ,FALSE,ยา ค่ะ
ระบบ,2021-02-24 09:56:03,1,ระบบตัดเงิน มีปัญหา ต้องจ่าย2รอบ??,FALSE,solisismeaw
ทำไม,2021-02-24 09:05:29,1,จะมีให้พิมพ์ชื่อร้านทำไม เมื่อพิมพ์ก็ไม่เคยเจอ,FALSE,สแนดยกสกส
แอพใช้ง่าย พนักงานสุภาพ ขับรถดี,2021-02-24 04:51:12,5,แอพใช้ง่าย พนักงานสุภาพ ขับรถดี,FALSE,tiriop
รีวิว,2021-02-23 07:59:59,5,ถูกและอร่อยมากๆค่ะ,FALSE,ยัยปอเป็ด
อบรมไรเดอร์ด้วย,2021-02-23 08:42:57,2,โดยรวมดี ไรเดอร์ดีๆก็มี แต่ก็มีไรเดอร์บางคนใช้อารมณ์มาขึ้นเสียงกับเรา ทำได้เหรอ?,FALSE,iopiuyfcds
โฆษณาแบบเหมือนบังคับให้กดสั่ง,2021-02-23 06:23:48,1,ใช้พื้นหลังขาว ปุ่มปิดสีขาว มีปุ่มปิดมีสีแต่กดไม่ได้,FALSE,D@rkM@tteR
เสียเวลา,2021-02-22 16:24:12,1,รับออเดอร์ไปแล้วยกเลิก,FALSE,น้ำมันนนน
คุ้มและเร็ว,2021-02-22 13:26:01,5,จ่ายค่าส่งน้อย บริการดี มีมารยาท อาหารถึงไว คุ้มค่า,FALSE,chinesebrat
ภคอร ฝน จ้า6576,2021-02-22 10:45:28,5,เคยเจอพนักงานfoodpanda ตอนที่ลูกป่วย ไข้สูงแล้ว ชัก ...คุนแม่ งง เลยอุ้มลูกออกมาเจอพนักงาน พู้ดแพนด้า แล้วให้คนส่งอาหารส่งไปหาโรงพยาบาลสินแพทย์ แล้วพรักงาน พาไปโดยด่วน ทันเวลา มาก อยากขอบคุน ความมีนำ้ใจ ของพนักงานคนนันัคะ,FALSE,fon6576
ระยะทางร้านค้า,2021-02-22 12:09:43,4,ควรบอกระยะทางระหว่างร้านค้า กับผู้สั่ง,FALSE,butane.t
Good,2021-02-22 10:41:03,5,ชอบง่ายอิ่มสะดวกรวดเร็วค่ะ,FALSE,จอย999
สั่งเพราะหิวข้าว,2021-02-22 10:24:02,5,บริการดีครับ รถท่อไม่ดัง,FALSE,gggooottt16
Promotion,2021-02-22 09:09:01,5,อยากให้จัดแบบนี้ตลอดไปครับ. ดีมากครับ,FALSE,niyamas
ดีจริง,2021-02-22 06:56:23,5,ไม่อดตายเพราะแอพนี้ ขอบคุณ,FALSE,อดัม 5090
แก้ไขที่อยู่ไม่ได้/ไม่พบที่อยู่ของเรา,2021-02-22 07:57:38,1,แก้ไขที่อยู่ไม่ได้ ไปจำแต่ที่อยู่คนอื่น พอพิมพ์ที่อยู่เราไปก็ไม่พบข้อมูล เลยสั่งไม่ได้สักที ??????,FALSE,แมวส้มของใคร
ปัญหา,2021-02-22 07:53:44,3,เชื่อมกับ ทรูมันนี่ วอลเล็ต แล้วเราเติมเงินไปแล้ว ยอมเงินก็ไม่ตัดบอกใช้ไม่ได้ทั้งๆที่เราก็ใช้ประจำ และตัวคะแนนที่ใช้แลกเป็นส่วนลดก็หายไป,FALSE,jellsasiwimon
ติ,2021-02-22 06:59:28,2,ค่าส่งแพงค่าอาหารก็มีแต่ร้านแพงๆใครที่ต้องการเซฟเงินหรือหาอาหารราคาถูกๆเลื่อนผ่านแอพนี้ได้เลย,FALSE,Paiaventador
ควรมีการให้ทิปคนส่งอาหารค่ะ,2021-02-21 13:10:35,5,อยากให้มี Option การให้ทิปกับพนักงานส่งอาหารค่ะ,FALSE,sandwixhh
คุณภาพตก,2021-02-22 05:06:40,1,ใช้งานยากกว่าเดิม อธิบายรายการ ก็ไม่ชัด,FALSE,Kristian GF
ร,2021-02-22 03:49:18,3,อยากให้มีโอนค่ะบางทีก็ไม่มีเงินติดตัวแต่มีเงินในธนาคาร,FALSE,ไก่(ด
ควรมีช่องระบุข้อความเพิ่มเติมทุกการสั่งอาหารและน้ำ,2021-02-21 14:43:46,4,ควรมีช่องหมายเหตุให้ระบุข้อความหรือระบุเพิ่มเติมทุกช่องที่เป็นการสั่งอาหารและน้ำ,FALSE,Fernlyjef
ทำไมแอพไม่มีให้รีวิวร้านในประวัติสั่งซื้อ,2021-02-21 12:24:54,2,ควรมีรีวิวร้านในประวัติสั่งซื้อ สั่งมาแล้ว 10 กว่าครั้งไม่มีรีวิวขึ้นสักครั้ง ร้านไหนดีได้รีวิวประกอบดารตัดสินใจ  ร้านไหนไม่ดีเค้าได้ปรับปรุง เพื่อลูกค้าได้รับบริการที่ดี นี้คือเหมือนปิดบัง กลัวอะไร,FALSE,nyddhj
??????,2021-02-21 12:13:26,1,????????????????????????????????? ??????????,FALSE,????
????????????,2021-02-21 09:50:09,1,แย่มากๆๆๆๆๆ,FALSE,อออออนนรรรรรักะร
ยกเลิกบ่อยเกิน,2021-02-21 09:18:32,1,สั่งของ3ร้านยกเลิก3ร้านสั่งkfcยังยกเลิกไม่มีคนส่งหรือว่าไง????,FALSE,nutpanut
ขอเงินคืนยากมาก,2021-02-21 07:48:45,1,ออเดอร์อาหารแล้วจ่ายผ่านตัดบัตร แต่ยกเลิกออเดอร์แล้วขอเงินคืน ยากมาก ติดต่อศูนย์เหลือแล้วสองสามรอบไม่มีวี่แววว่าจะได้เงินคืนเลย,FALSE,wipasbibes
อัพเดท,2021-02-21 05:56:24,1,อีพเดทแล้วทำไมไม่มีเวอร์ชั่นภารกิจและรางวัลคะ,FALSE,jjklllkkk
ขอบคุณที่ส่งอาหารที่อยากกินให้กิน,2021-02-21 04:25:42,5,บริการดีมากๆๆๆส่งเร็วจริงอะไรจริงค่ะ,FALSE,คุณลี่
Complaint,2021-02-21 04:35:36,1,Your app is not working,FALSE,Mrs. imdad
Useless help center,2021-02-21 04:33:58,1,"There’s a problem and I need an answer so I go straight to their help center service which is available on their application.
 I’m asking how much time do I need to wait for my refund? cause I’ve been canceled my order but all the answer I got was just check my e-wallet!? well I know how to check my wallet I’m asking how long do i need to wait and she still answer just check your wallet  we go over this question for 3 times and I’m sure I’m asking the WAITING PERIOD NOT HOW TO CHECK MY WALLET  what a useless help center! So long food panda if there’s only two choices of delivery app please make sure to use any app that is not Foodpanda :)",FALSE,Teewrt
สะดวกดีแต่ร้านน้อยไปหน่อย แถวบ้าน,2021-02-20 11:29:55,5,สะดวกดีครับแต่ว่าร้านน้อยไปหน่อย,FALSE,Gongji1
ค่าส่งแพงงงงงง,2021-02-20 16:51:41,3,ค่าส่งโคตรแพงงงงงงง,FALSE,นาต้า
บริการแย่,2021-02-20 12:38:57,1,สั่งkfcแต่ของหายไปอย่างนึงแถมกล่องเปิดนิดนึงไม่รู้แอบเอาไปรึเปล่า โหลดมาครั้งแรกก็ไม่ดีแล้วบริการแย่มากของหายกล่องเปิด,FALSE,poomjibi
ร้านค้าที่หน้ารายการลดราคา,2021-02-20 12:11:30,4,ร้านค้าบางร้านที่มีรายการอาหารลดราคา หน้ารายการโชว์ว่าลดราคา แต่ทำไมพอสรุปยอดกลับไม่เป็นราคาที่ลด ไม่มีส่วนลดราคาให้เลย และคิดยอดเต็มจำนวน เป็นที่ระบบหรือเป็นที่ร้านค้า,FALSE,Mo Chada
สั่งอาหาร,2021-02-20 07:51:49,5,สะดวกดีครับ,FALSE,tanin_j
ควรมีให้เขียนรีวิวร้านเอง,2021-02-20 08:55:07,1,นี่ต้องรอแอพเด้งถึงจะเขียนรีวิวได้ อยากจะรีวิวใจจะขาด สั่งอาหารอีกอย่างได้อีกอย่าง แถมอาหารไม่ตรงปก ราคาแพงปริมาณเท่าหอยมด,FALSE,ALHFDXS
Good,2021-02-20 05:31:30,5,????,FALSE,seangmaly
ดีมาก??,2021-02-19 20:21:56,5,รวดเร็วทันใจ ????,FALSE,ครอบครัวตัวกลม ??
Service,2021-02-19 03:56:46,5,ง่อยแดกกันเลยทีเดียว สะดวกสบายมากกกกก,FALSE,PNCYing
ได้ของไม่ครบ,2021-02-19 15:59:31,1,ได้ของไม่ครบ น่าจะตกหล่นในกระเป๋าคนขับ แต่ซัพพอร์ตช่วยไรไม่ได้ ติดต่อคนขับก็ไม่ได้ สังขนมปังสังขยาใบเตย ได้แต่ขนมปัง  ซัพพอร์ต ก็บอกได้แค่จะให้วอชเขอร์ แต่กูจะแดกตอนนี้ เก็ทป่ะ แค่ติดต่อคนขับให้วนคืนมามันยากนักเหรอวะ งง  กูประชดบอกไม่เป็นไรแดกหนมปังเปล่าๆก็ได้ เสือกบอก โอเค เออ เยี่ยมมากอีเหี้ย,FALSE,JohnTheRen
การหักเงิน,2021-02-19 15:16:48,1,แย่มากค่ะ ชำระค่าบริการโดยการตัดบัตร ขึ้นแจ้งว่าไม่สามารถดำเนินการได้ ให้เปลี่ยนวิธีชำระเงิน แต่ยอดเงินในบัตรเราถูกตัดไปแล้ว ร้องเรียน ติดต่อ ขอคืนเงินยากมาก,FALSE,supa_v
แอปเด้ง,2021-02-19 14:37:55,1,แอปเด้งตลอดเลยตอนใส่เบอร์ยืนยันระบบ,FALSE,S-Park Tv
ไรเดอร์พูดจา...,2021-02-19 07:47:18,1,"ร้านก็ขึ้นส่งฟรี ลูกค้าก็มีสิทธ์เลือกสั่งหรือป่าว โทรมาว่าไม่รู้หรอร้านอยู่ไหน มันไกลกับที่บ้าน พูดจาน้ำเสียงแย่ ไม่เต็มใจมาส่ง 
พอมาถึงก็โวยคราวหน้าก่อนสั่งเลือกร้านหน่อยนะ เอิ่มมันก็ขึ้นมาให้เลือกเองหรือป่าว จะรอแค่ไหนฉันก็กดสั่วไปเองแล้วมาว่าแบบนี้ทำไม? มาไล่ให้คราวหน้าไปซื้อเองแล้วจะมีแอปมาเพื่อ สรุปลบแอปเลยละกัน :)",FALSE,tangmo80
แอพดี ส่วนลดเพียบ,2021-02-18 15:30:02,5,มีร้านอาหารให้เลือกเยอะมาก แถมส่งทุกจังหวัดแล้ว ชอบมาก ส่วนลดก็เยอะ ชอบมากค่ะ,FALSE,Yxxo
หันไปใช้ไลน์เเมนเเทนเเล้ง,2021-02-18 16:58:35,2,"เเอปนี้ใช้คนละครึ่งผ่านเเอปไม่ได้เหมือนไลน์เเมน เเย่จัง!
ถ้าพัฒนาอีกนิดก็ดีนะ",FALSE,เกาหำ
ห่วยค่ะ,2021-02-18 15:40:06,1,ยกเลิกออเดอร์บ่อย ตัดเงินผ่านบัตรเครดิตพอยกเลิกแอเดอร์ไม่ได้เงินคืน การค้นหาก็ยังมั่วๆ call centerก้อไม่มีติดต่อโคตรยาก เข้าไปคุยใน help center ก้อไม่มีคนตอบจะสร้างศูนย์ช่วยเหลือมาทำไม ไปหาแอปส่งอาหารอื่นเถอะค่ะ ถ้าคิดจะสั่งแอปนี้,FALSE,Jiroorn_k
ข้าวหมูชาชู,2021-02-18 12:30:56,5,ราคาคุ้มค่า แถวอร่อยใช้ได้????,FALSE,โน๊ต??
คุณภาพ,2021-02-18 10:00:07,5,เยี่ยม เยี่ยม เก่งมาก ดีมาก,FALSE,พตพตพนสพ
ระบบเเอพสลวนๆ,2021-02-18 10:40:48,4,เเอพช้าๆ สลวนๆ บ้งๆ,FALSE,kradangnga
การให้บริการ,2021-02-18 09:04:42,5,เหมาะกับยุคมีการระบาดโรคโควิด19,FALSE,ดอกกุม
ลบ,2021-02-18 08:01:28,5,ลบแอ๊ปแล้วค่ะ ไม่รู้จะทำไงเปลี่ยนเครื่องแล้วเข้าเมลเดิมไม่ได้เบอร์ตัวเองไม่ได้ใช่สร้างเมลไหมไม่ได้ ไม่รู้จะใส่เบอร์หมาที่ไหน หิวจนตาลาย พอส่งคำร้องไปตอนนี้ปิดกั้นและ ก้อไม่รู้จะสั่งยังไง เลยสั่งกับที่อื่นจบ,FALSE,มนร่าตัเ่ัเเรร
แอพสั่งอาหารที่ดีมากๆ,2021-02-18 05:49:41,5,"ชอบมากค่ะ เป็นแอพสั่งอาหารที่ดีมากๆ เมนูใช้งานง่าย สบายตา ชอบที่สุดคือมียอดรีวิวของแต่ละร้านแสดงไว้ ซึ่งเป็นตัวช่วยในการตัดสินใจสั่งร้านนั้นๆ ได้ดีมากค่ะ ขอให้พัฒนาต่อไป

ข้อเสียในตอนนี้คือเวลาสั่งอาหารแล้วร้านไหนอร่อย เราก็อยากจะรีวิวให้กับร้านนั้น แต่ก็ไม่สามารถทำได้ เพราะแอพไม่มีเมนูให้รีวิวเลย ต้องรอให้ขึ้นหน้ารีวิวมาเอง ซึ่งบางก็ไม่รู้ว่าจะขึ้นมาตอนไหน บางร้านไม่ขึ้นเลย อยากให้ปรับปรุงในจุดนี้ค่ะ",FALSE,Aomsin Chang
ชอบ สะดวก สุภาพ รวดเร็ว ชอบ สะดวก สุภาพ รวดเร็วชอบ สะดวก สุภาพ รวดเร็ว,2021-02-18 05:28:56,5,"ชอบ สะดวก สุภาพ รวดเร็ว
ชอบ สะดวก สุภาพ รวดเร็ว",FALSE,Koa too
เยี่ยมยอด,2021-02-18 04:58:19,5,สะดวกต่อการไปนั่งรอที่ร้าน ยอมเสียค่าจัดส่งแทนค่าน้ำมัน ชอบค่ะ,FALSE,Kekeiistang
เริ่ด,2021-02-17 11:14:59,5,สะดวก สบาย อย่างที่ไม่เคยมีมาก่อน??????,FALSE,หนึ่งไม่ใช่สอง
แย่มาก,2021-02-17 12:22:00,1,ครั้ง แรกก็ไม่ประทับใจ,FALSE,pingkee10389
รัก,2021-02-17 07:40:45,5,รักเลย,FALSE,atwhan
ระบบแย่ มีปัญหาบ่อยมาก,2021-02-17 07:41:40,1,มีปัญหาเรื่องการหักเงิน คืนเงินช้า ดำเนินเรื่องช้า ติดต่อได้ยาก ????????????????,FALSE,ารนร
ใช้ง่านง่ายดี,2021-02-17 07:17:15,5,ใช้งานง่ายเวลาเร็วดีคับ,FALSE,พ่อพระเอก
สะดวกดีค่ะ??,2021-02-17 04:39:36,5,"App ใช้งานง่าย สะดวกสบายในการสั่งอาหาร ตอนนี้มีครบ 77 จังหวัดแล้ว เวลาไปต่างจังหวัด พักที่โรงแรมก็สามารถกดสั่งอาหารได้เลย สะดวกมากๆ 
เป็นกำลังใจให้พัฒนา App ต่อไปนะคะ??",FALSE,kamonluckph
Bad app maintenance,2021-02-17 05:15:40,1,"First the service is not friendly. If you search one place you get certain shop. But when move just several kilometers the shop change and can not make a delivery.
The basket is not friendly can add in one touch but need to delete in basket? The wishlist is not update until make a order? The search seem only to get the result of the most delivery fee of 9 bath. For further shop you need to move your self to order? 
I see these problem like 1-2 year ago and it still not fix. Only the promotion and customer engagement is the implement? Good job prioritizing.",FALSE,Traveler-71
ไวดี,2021-02-17 03:36:03,5,สุดๆ,FALSE,เสกลูกพี่กุ้ง
ร้านอร่อยมากค่ะ,2021-02-16 06:55:57,5,ร้านนี้อร่อยมากจ้า,FALSE,บีสวย
Difficult with drivers,2021-02-16 13:51:18,3,"Guys you need to improve :
-Allow add pictures in chat 
-Allow add links ie. google maps

Driver always call confused with addresses and they can’t speak English and some costumers can’t speak Thai 
????????????",FALSE,Alvarorubio13
ปรับปรุงระบบปักหมุด,2021-02-16 12:41:55,1,ปักหมุดยังไงก็ไม่ตรง จะเอาแต่สถานที่ๆมาร์กในแมป ปักหมุดให้ตรงบ้านตัวเองไม่ได้เลย พอเลื่อนหมุดให้ตรง ข้อมูลที่อยู่ บ้านเลขที่ หายหมด,FALSE,VTEC_PDK
ควรมีปุ่มกดเพื่อยืนยันสั่ง,2021-02-16 12:31:28,2,ควรมีปุ่มดังกล่าวเพราะบางทีมือไปโดนก็สั่งแล้ว ควรมีปุ่มกันไว้เพื่อให้แน่ใจค่อยสั่ง,FALSE,fhcxgjnvgjbv
สำหรับวันนี้,2021-02-16 06:06:18,1,วันนี้กุจะมาถอนแอพออก,FALSE,กุเองครับ
