review,rating,isEdited,title,date,userName
????????ทิพย์,5,FALSE,บริการดี  รวดเร็ว,28/2/2021 11:32,tip ทิพ
กาแฟอร่อยมากคะ กลมกล่อม รักษามาตรฐานได้ดีมากคะอร่อยมากคะ รักษามาตรฐานได้ดีมากคะ,5,FALSE,กาแฟอร่อยมาก,28/2/2021 9:25,watinan
ดีนะ แต่ตอนนี้เข้าสั่งอาหารไม่ได้เลย เกิดอะไรขึ้น คอลเซนเตอร์ก็ไม่รับสาย งงหนักมาก,1,FALSE,แอป,28/2/2021 9:37,ริศรา
แล้วจะใช้บริการอีกครับ,5,FALSE,สั่งอาหาร,28/2/2021 8:51,numscib
ข้าวเหนียวอร่อย มะม่วงดีเลิศค่ะ,5,FALSE,ข้าวเหนียวมะม่วงอร่อยมาก ไม่หวาน,28/2/2021 7:41,โมนิกา
ทำดีครับ มาส่งเรานี้เกรงใจเลย ไหว้โค้งไปอีก,5,FALSE,พนักงานส่งอาหารสุภาพมาก,28/2/2021 6:26,ปลาทู ณ.ระยอง
จัดส่งฟรี เป็นโปรที่ดีมากๆ ค่ะ,5,FALSE,ส่งฟรีดีมาก,28/2/2021 6:03,llenkja
อยากให้มีระบบเติมเงินในแอพแล้วเลือกกดซื้อของได้เลย,5,FALSE,อยากให้มีระบบเติมเงินในแอพ,28/2/2021 2:16,krungkasem
พอสั่งเสร็จแอปเด้งออกจากระบบ พอเข้าสู่ระบบใหม่ก็ไม่ได้,2,FALSE,สั่งของเสร็จแอปเด้งออกจากระบบ,28/2/2021 4:22,pat. j
จัดส่งอาหารได้รวดเร็ว พนักงานสุภาพ อาหารตรงตามที่สั่ง เยี่ยมเลยค่ะ,5,FALSE,การจัดส่งอาหาร,27/2/2021 13:01,คุณนุ๊ก
App ใช้ง่าย และ สะดวกรวดเร็วมากๆๆๆๆๆ ไม่ซับซ้อน กดง่ายสุดๆ,5,FALSE,App ดี มีร้านเยอะ,27/2/2021 11:30,Hahaha678
เร็วมากกก รอเเค่10นาที เอง,5,FALSE,ส่งเร็ว,27/2/2021 9:53,Leo20koi
บางที่ค่าส่งแพงมาก,5,FALSE,ค่าบริการ,26/2/2021 11:27,Marymag C.
ผมสั่งเครื่องดื่มจากร้านน้ำร้านนึง ได้เขียนไปตอนสั่งว่าแยกน้ำแข็ง แต่ทางร้านไม่ได้ทำตามที่บอก โทรไปถามทางร้าน ทางร้านบอกว่า ไม่ขึ้นในorderของเค้าว่าให้แยกน้ำแข็ง อยากฝากทางline manช่วยตรวจสอบว่าเป็นที่ระะ หรือทางร้านไม่เห็นnoteว่าให้แยกน้ำแข็งจริงๆ ขอบคุณครับ,4,FALSE,ร้านค้าทำไม่ตรงorder,27/2/2021 5:12,Fisherfrank
อาหารอร่อย คุณภาพดีค่ะ,5,FALSE,การบริการดี,26/2/2021 8:18,ใจ ใจ
คนขับสุภาพ รวดเร็ว อาหารตรงตามที่สั่ง,5,FALSE,ชื่นชม,26/2/2021 5:56,ย้องแก้มท์
ส่งของรวดเร็วมาก ได้ของครบ พนักงานมารยาทดี,5,FALSE,การส่งของ,26/2/2021 5:14,โบวี่ อะโล๊น อะโลน
"เพิ่งจะใช้บริการสั่งอาหารทางแอพเป็นครั้งแรก ที่มีความคิดที่จะสั่ง line man เพราะสแกนจ่ายเราชนะได้

หลังจากได้ทดลองสั่งอาหาร และสแกนจ่ายผ่านเราชนะแล้ว ใช้งานง่าย ไม่ยากอย่างที่คิด 

การส่งเร็วมาก ค่าส่งก็ฟรี 

สรุปพอใจมาก กับการใช้งานแอพครั้งนี้ค่ะ",5,FALSE,ได้ใช้งานแอพครั้งแรก เพราะมีสแกนจ่าย เราชนะ,26/2/2021 4:59,YooyYui
ตรงเวลา,5,FALSE,ส่งตามเวลา,26/2/2021 4:58,อ็อดชาตรี
ส่งเร็ว,5,FALSE,ส่งเร็ว,26/2/2021 2:41,นิกกี้ นนท์
Good choice,5,FALSE,Comment Line Man,26/2/2021 2:13,Trogons llama
บริการดีส่งไวพนักงานพูดจาไพเราะสุภาพ,5,FALSE,บริการดีส่งไวพนักงานพูดจาไพเราะสุภาพ,26/2/2021 1:38,kikss1409
มีโปรโมชั่นร่วมกับทางร้านค้า. ได้ราคาพิเศษ สำหรับลูกค้าที่สั่งผ่าน line  คือดี.,5,FALSE,Promotion good.,26/2/2021 1:08,pokkypop
สั่ง ส่ง รวดเร็ว ถูกต้อง,5,FALSE,บริการ,25/2/2021 12:26,C.SIRISWANGPORN
บ,5,FALSE,บริการดี รวดเร็ว,24/2/2021 19:49,เอ นครนายก
บางครั้งร้านค้าทำอาหารผิด ไม่ตรงปก อยากให้แก้ไข,4,FALSE,ร้านค้า,25/2/2021 4:36,ชัชญาภา
คนส่ง ยกมือไหว้ ขอบคุณ สุขภาพมากๆคะ ประทับใจมากๆ จะใช้บริการไลนแมทอีกแน่ๆคะ เยี่ยม????,5,FALSE,คนส่ง,24/2/2021 18:23,sujittra??
ส่งไว อาหารตรงปก,5,FALSE,พนักงานส่งและร้านค้า,24/2/2021 16:41,นางฟ้า พิรุณ
จัดโปรโมชั่นทุกสัปดาห์,5,FALSE,โปรโมชั่น,24/2/2021 11:30,kat฿฿
อาหารอร่อยถูกปาก  ราคาไม่แพง,5,FALSE,Minhouse,24/2/2021 10:19,Namk2828
คนส่งบริการสุขภาพ คนรับออเดอร์พูดเพราะ,5,FALSE,ชื่นชม,24/2/2021 7:42,สมภร
ร้านนี้ใส่ใจลูกค้าดีมากๆคับสั่งที่ร้านหรือสั่งทานที่ไหนก็รสชาดอร่อยเหมือนเดิมคับ,5,FALSE,ร้านนี้อร่อยติดดาวให้เลยคับ,24/2/2021 6:41,นุชเอง แล้วจะใครล่ะคับ
จัดส่งไว คนขับสุภาพมากค่ะ,5,FALSE,ความเห็น,24/2/2021 6:07,mooiceee
ร้านค้าบางร้านทำของไม่ตรงตามสั่ง สินค้ารายการอาหารไม่ตรงปก น่าจะมีช่องให้ลูกค้าเขียนรีวิวเพื่อจะได้แชร์ประสบการณ์จากร้านค้าที่ซื้อ และร้านค้าจะได้ปรับปรุงด้วย,3,FALSE,น่าจะมีช่องติชมร้านค้า,24/2/2021 6:30,พลอยลี่จ้า
บริการดีมากครับ,5,FALSE,การบริการ,23/2/2021 12:48,ป๋อง336
พอดีมีสั่งอาหาร โดยเลือกว่าจะใช้คนละครึ่ง แต่ทางร้านแจ้งว่า line man มีปัญหา ทำให้ไม่สามารถใช้ได้... รบกวนตรวจสอบด้วยค่ะ,1,FALSE,ร้านค้าใช้คนละครึ่งหรือเราชนะไม่ได้,23/2/2021 14:07,ffonsch
ควรถามเพื่อความมั่นใจก่อนเรียกเก็บเงินบัตรเครดิตที่ผูกไว้,4,FALSE,การชำระเงิน,23/2/2021 11:59,Teeesea
อร่อย,5,FALSE,อร่อย,23/2/2021 5:39,องุ่น วิ
"น่าจะมีให้ลูกค้าให้คะแนน ผ่านApp Line man น่าจะสะดวกกว่าไปให้คะแนนผ่าน Line
แต่ก็น่าจะมีให้ลูกค้าให้คะแนนร้าน ด้วย ร้านทำไม่ดีคนขับโดนอีกลูกค้าคิดว่าให้คะแนนร้าน",1,FALSE,LINE MAN ทำไม่ให้ลูกค้าให้คะแนนร้านด้วย,23/2/2021 6:55,สมาร์ท
ช่วงนี้จะใช้สิทธิ์เราชนะ แต่ QR Code ใช้แสกนไม่ได้ ขอกับทางร้านใหม่หลายรอบ ก็ยังแสกนไม่ได้ จนตัดสินใจจ่ายเป็นเงินสดแทน,1,FALSE,QR Code ใช้ไม่ได้,23/2/2021 5:57,Eatfastdieslow
บริการดี,5,FALSE,รวดเร็วดีมาก,22/2/2021 16:14,jokegsb
ประทับใจ ส่งไว ได้รับสินค้าตามคำสั่งซื้อ,4,FALSE,สั่งครั้งแรก,23/2/2021 5:25,AB Normally
รับออเดอร์เร็ว พูดจาสุภาพ ส่งเร็ว ขอให้บริการระดับตลอดไป,5,FALSE,ความเห็น,22/2/2021 13:04,Thavich
ไก่กรอบ อร่อยดี,5,FALSE,ไก่ KFC ยังกรอบ อร่อยเหมือนเดิม,22/2/2021 12:48,โทนอ้วน
รวกเร้วมาก,5,FALSE,ขนมอร่อย,22/2/2021 12:08,yingyungyeng
เป็นแอปที่ดีครับ เบื่อแกรป ก้มาไลนแมน,5,FALSE,ส่งอาหาร,22/2/2021 11:41,yai aj
คนขับสุภาพมาก,5,FALSE,คนรับ,22/2/2021 7:42,นิคกี้โฮ
แก้ไขที่อยู่ไม่ได้ ไปจำแต่ที่อยู่คนอื่น พอพิมพ์ที่อยู่เราไปก็ไม่พบข้อมูล เลยสั่งไม่ได้สักที ??????,1,FALSE,แก้ไขที่อยู่ไม่ได้ ไปจำแต่ที่อยู่คนอื่น,22/2/2021 7:56,แมวส้มของใคร
เร็วมาก,5,FALSE,ง่ายดีครับ,22/2/2021 7:29,แทนใจ
พนง สุภาพ บริการรวดเร็ว และซื่อสัตย์,5,FALSE,พนง line man,22/2/2021 6:58,Sanee_Aor
ประทับใจมากๆ,5,FALSE,ให้บริการ,22/2/2021 5:32,boontanai
ยริการจัดส่งไวครับผม,5,FALSE,การให้บริการ,22/2/2021 5:20,Yahomyfriend
ระบบดี บริหารจัดการ ทำผู้ใช้งานง่าย มีไลน์แมนnotice เชื่อมกันได้เลย สะดวกดี,5,FALSE,ระบบ,22/2/2021 4:01,g4gibb
อาหารเยี่ยมบริการส่งรวดเร็ว,5,FALSE,Good service,21/2/2021 9:40,TJ.Teera
แอพไม่พร้อมใช้อย่าเปิดใช้งานนะคะ แย่มาก ใครผ่านมาเห็นกำลังตัดสินใจโหลดแอพ ให้ผ่านไปโหลดของที่อื่นนะคะ,1,FALSE,แย่,21/2/2021 12:16,aqodnmdis
พนักงานให้บริการรวดเร็วค่ะ,5,FALSE,พนักงานให้บริการรวดเร็ว,21/2/2021 6:54,Asnapus
โหลดรูปช้ามาก หงุดหงิด ยิ่งหิวยิ่งหงุดหงิด,2,FALSE,แอปช้า,21/2/2021 8:51,pchrin
คนส่งอาหารสุภาพ เรียบร้อย มีการแจ้งเตือนว่าออเดอร์ชำระเงิน(ตัดบัตร)เรียบร้อยแล้ว เพราะทางคนสั่งได้ชำระไปอีกรอบ (เงินสด) พี่เค้าซื่อสัตย์ต่ออาชีพมากๆค่ะ,5,FALSE,คนส่งอาหาร,21/2/2021 6:47,รภัฐ
ส่งไวดูตามจีพีเอสป้าเพิ่งสั่งครั้งแรก ไม่เคยสั่ง เว็ปไลน์แมนเข้าใจง่าย,5,FALSE,ข้อคิดเห็น,21/2/2021 6:24,ป้านีม
พนักงานขับรถบริการดีมาก ขนส่งอาหารไม่มีชำรุด หก เลยค่ะ,5,FALSE,พนักงานขับรถบริการสุภาพเรียบร้อยดีมากๆ,21/2/2021 6:21,มิเวววว
ร้านน่ารักพูดจาเพราะ อาหารอร่อย คนขับสุภาพมารยาทดีมากคะ,5,FALSE,คนขับสุภาพ,21/2/2021 5:35,แม่ขวัญ
จนท.น่าจะน้อย รอระบบนานกว่าจะรับออเดอร์ค่ะ,4,FALSE,รอนานขณะรอหาไลน์แมน,21/2/2021 6:13,Sugar5555555
คนส่งจัดส่งเร็วสุภาพมากคะบริการดีมาก????????,5,FALSE,บริการ,21/2/2021 3:01,Rattikarn09
คุณลุงคนส่งพูดจาดีมากๆเลยคะ อ่อนน้อมมากๆ,5,FALSE,คนส่งของ,20/2/2021 9:35,ศศิธรวารนุช
วิภาพร,1,FALSE,ค่าส่งแพงนะค่ะ ยังดีที่พนักงานส่งสุภาพ,20/2/2021 12:55,Wipa1
ประทับใจมาก รวดเรว คนขับสุภาพ อาหารยังร้อนอยู่ ยอดเยียม,5,FALSE,ประทับใจ,20/2/2021 8:19,หิวตีน
พี่อายุมากใช้แอพไม่ค่อยเป็นเลย ไม่ได้อธิบายเส้นทางมายังที่รับสินค้า เพราะถ้าปักหมุดมันจะเลยตำแหน่งที่ถูกต้องไป ไลน์แมนแนะนำให้บันทึกเพิ่มเติมตรงที่อยู่ เพื่อสะดวกในการสั่งสินค้าครั้งต่อไป เป็นไลน์แมนคนแรกที่พี่ใช้บริการ สุภาพและใจดีกับลูกค้าสูงวัย ทำให้การสั่งอาหารของพี่ดูจะรายรื่นในครั้งต่อไปค่ะ ขอบคุณนะคะ คุณย่าขวัญ,5,FALSE,ไลน์แมนช่วยแนะนำ,19/2/2021 6:00,คุณย่าขวัญ
คนขับส่งถูกต้อง สุภาพดีครับ,4,FALSE,คนขับสุภาพครับ,20/2/2021 5:21,ram283
ระบบแจ้งว่ามีปัญหา จากฝั่งเป๋าตัง  แต่แอปเป๋าตังใช้งานได้ปกติ แบบนี้มีปัญหาทางฝั่ง lineman นะคะ เปลี่ยน text error เถอะค่ะ,1,FALSE,คนละครึ่ง,19/2/2021 13:08,Bpitanas
อยากให้เพิ่มฟังค์ชั่นส่งข้อความคุยกับคนส่งไลน์แมนได้ค่ะ,2,FALSE,เพิ่มฟังค์ชั่น,19/2/2021 6:49,ittbea
ระยะทาง นี่ไม่ตรงนะคะ ความเป็นจริง ขับไปทางปกติ แค่ 6km. แต่ในแอพจะสั่งอาหาร บอกร้านห่างจากบ้านเรา 9km. ไปอ้อมทำไม หรือทำเพื่อจะได้ค่าส่งเพิ่ม,3,FALSE,ระยะทางมันแปลกๆมันตรงกับระยะทางจริง,19/2/2021 6:45,noonrom48
พนักงานสุภาพ ใส่ใจลูกค้ามากค่ะ ขอชื่นชม,5,FALSE,พนักงานบริการดีมาก,18/2/2021 7:32,sarisapot
สิทธิ์เราชนะ ยังใช้ได้ไหมค่ะ ??? วันนี้รอทั้งวัน ยังใช้ไม่ได้เลยค่ะ,1,FALSE,เราชนะ,18/2/2021 15:36,Ejnn2602
จัดส่งเร็ว พนักงานบริการดี,4,FALSE,ดี,18/2/2021 13:09,ดิวล์
ช่วงนี้มีโปรโมชั่น ลดค่าอาหาร ค่าส่งไปเยอะมากก ออเดอร์ถูกต้อง ครบถ้วน พนักงานส่งอาหารจัดส่งรวดเร็วและชำนาญเส้นทาง,5,FALSE,ดีค่ะ,18/2/2021 5:16,วสย
ชานมอร่อยมากค่ะ,5,FALSE,ความอร่อย,18/2/2021 3:40,Enjoy??????
การใช้งาน ยังมีความยุ่งยาก ในการ ใส่ codeส่วนลด เวลาสั่งอาหาร เมื่อเปรียบเทียบกับ Grab หรือ Food Panda แต่มีข้อดี คือ ไม่คิดค่าส่ง เหมือน Grab กับ Food Panda,5,FALSE,ความคิดเห็น ต่อ การใช้ App Line,18/2/2021 3:37,Ting0044
ตรงตามเวลา,5,FALSE,ดีเยี่ยม,17/2/2021 15:32,Joy Wanwisa
รสชาติ?????? จัดส่งรวดเร็วด้วยจ้ะ,5,FALSE,ชมเชย,17/2/2021 10:53,nadear14??
พูดจาสุภาพ จัดส่งรวดเร็ว,5,FALSE,ให้คะแนนพนักงาน,17/2/2021 10:45,ไอด้าลีนา
บริการประทับใจมากที่สุด,5,FALSE,บริการ,17/2/2021 8:11,องค์ชายรัตติกาล
Thanks,5,FALSE,Very good and fast delivery,17/2/2021 7:04,Worawut R.
ส่งเร็วข้าวไม่หก,5,FALSE,บริการดี,17/2/2021 4:56,??aor??
จะยกเลิกออเดอร์ก็ต้องติดต่อคอลเซ็นเตอร์ แทนที่จะให้กดในแอพเองได้เลย ??,3,FALSE,ยุ่งยาก,17/2/2021 5:37,ShopeeCustomer
สั่งกาแฟอเมซอล สาขาPSU Phuket ไกลมาก ตกใจ กดไปสั่งผิดที่ สงสารพนักงานมากเขามาส่งเร็วดี มีอารมณ์ดี สุขภาพมาก ไม่ตำหนิลูกค้าที่สั่งข้ามพื้นที่ไกล #ขอบคุณพนักงานค่ะที่อดทนมาส่งให้ เต็ม 10 ค่ะ,5,FALSE,สั่งครั้งแรก,17/2/2021 2:48,นังแคท
จัดส่งเร็วค่ะ คนขับสุภาพมากค่ะ มีการหาที่รองแก้วน้ำมาให้เพื่อไม่ให้น้ำหกระหว่างทาง ขอบคุณมากค่ะ,5,FALSE,ชื่นชม,16/2/2021 13:32,Memymayy
สุดยอดครับ,5,FALSE,ดีครับ ระบบดีมากๆ,16/2/2021 9:11,winjirat
ดีมาก,5,FALSE,ดี,16/2/2021 7:09,Gurrfr
น้องLineman เราปักหมุดผิด ก็ขับตามหาจนส่งเจอและไม่เหวี่ยงสุภาพมากๆจ้า ดีมากเลย,5,FALSE,ชื่นชม,16/2/2021 6:39,ใบเฟิล
หลังๆนี่หาไรเดอร์ไม่เจอเลย เสียความรู้สึกมากสั่งตอนแรกๆก็ไม่มีปัญหาอะไร พอหลังๆนี่หาไม่เคยเจอเลย จะขี้เกียจวิ่งอะไรจนาดนั้นเอ่ย,1,FALSE,ไรเดอร์เค้าขี้เกียจวิ่งกันเหรอ,16/2/2021 6:47,แย่มากๆแก้ไขด่วน
ให้บริการดีมากค่ะ พนักงานสุภาพ จัดส่งอาหารรวดเร็ว สั่งอาหารไป 10นาทีได้รับแล้ว,5,FALSE,ความเห็น,15/2/2021 13:19,tungting renuka
นมเปรี้ยวปีโป้ปั่นอร่อยมากคะ,5,FALSE,น้ำ,15/2/2021 12:37,nongsie
ส่งเร็ว คุณภาพอาหารดี และได้นำ้จิ้มตรงด้วย,5,FALSE,ซื้อkfc ผ่านไลน์แมน,15/2/2021 12:14,ซุปเปอร์เอ
สุภาพ ส่งไว พูดจาดีมาก,5,FALSE,ให้คะแนนคนส่ง,15/2/2021 11:53,มากู
อาหารอร่อย ถูก มีถ้วย ช้อน ซ้อมแบบดีมาให้ด้วย ไม่ต้องมาหาจานกินเอง,5,FALSE,ให้คะแนนร้านอาหาร,15/2/2021 11:07,วัธนี
ใช้คนละครึ่งยังไม่ได้เลยค่ะ,3,FALSE,ปัญหาคนละครึ่งล่ม,15/2/2021 5:16,loching0987654321
สั่งชานม ไม่โทร ไม่กดกริ่ง รู้ตัวอีกทีโดนบล็อก account บอกติดต่อไม่ได้ ไม่มีคนรับของ สั่งแอปอื่นไม่เคยมีปัญหาเลยจ้า,1,FALSE,งง,15/2/2021 6:42,คนรอนานกว่า2ชั่วโมง
Thank you for the service for Thai people,5,FALSE,Best food delivery app with most variety of food!!,14/2/2021 14:19,reid21c
"ค่าส่งถูกดีส่งเร็ว
แต่หาไลน์แมนนานชิบหาย รอไปครึ่งชั่วโมงยังหาไลน์แมนไม่ได้",3,FALSE,หาไลน์แมนช้ามาก,15/2/2021 4:58,เอายอดวิวคืนมา
ขอบคุณนะค่ะที่มีบริการดีๆแบบนี้,5,FALSE,ให้คะแนน,14/2/2021 9:41,กระแตซ่า
จัดส่งเร็ว คนส่งบริการดี สุภาพ อาหารถูกต้องตามสั่ง,5,FALSE,ให้ 10 เต็มค่ะ,14/2/2021 7:08,poosee'
ควรมีการชำระโดยการโอนจากผู้สั่ง,4,FALSE,การชำระเงิน,14/2/2021 9:22,กรธนา
คนขับทำงานล่าช,1,FALSE,คนขับทำงานล่าช้า ส่งจุดรับของผิด,14/2/2021 7:54,นัดนัดชา
ส่งไวมาก,5,FALSE,สิ้นค้า ส่งไวมากครับ,14/2/2021 4:38,อุ้ม ครับ
เป๋าตังใช้ได้ปกติเเต่ในไลน์เเมนบอกว่าเป๋าตังมีปัญหา งงมากจะใช้คนละครึ่งเเต่ใช้ไม่ได้ ได้โปรดรับเเก้ไขด้วย คนที่ต้องพึ่งคนละครึ่งเขาลำบาก ทุกคนต้นทุนชีวิตไม่ได้เท่ากัน,2,FALSE,คนละครึ่งใช้ไม่ได้,14/2/2021 5:12,เกาหำ
อร่อยมากๆครับ,5,FALSE,อาหาร,13/2/2021 14:38,นจา
ง่ายสะดวกสบาย สะดวกสบาย,5,FALSE,เ,13/2/2021 13:16,namfonpoy
อาหารอร่อย จัดส่งรวดเร็วดีครับ,5,FALSE,อาหารอร่อย,13/2/2021 8:58,คุนชายเอฟ
"สั่งเครื่องดื่มรอบนี้ ค่าส่งแพง
แต่ไรด์เดอน่ารัก คิดราคาที่เราเคยจ่าย ขอบคุณไรด์เดอนะค่ะ ????",4,FALSE,สั่งเครื่องดื่ม,13/2/2021 10:40,ฟ.ฟ่าง
รสชาติกล่อมกล่อม ถูกปากมากๆ,5,FALSE,อาหารอร่อย,13/2/2021 8:55,nat.j89
จัดส่งเร็ว สะอาดและรสชาติอร่อย ไม่ต้องปรุงเพิ่ม แถมให้เยอะอีกด้วย อยากให้ลองร้านนี้,5,FALSE,รีวิว,13/2/2021 6:26,อรอิง
รอคิวนาน นานจนหน้าจอดับ พอหน้าจอดับก็ต้องถามใหม่รอคิวใหม่ จะทำระบบเรียลไทม์ไปทำไมในเมื่อถามเท่าไหร่คำถามก็หายหมด แหม่เป็นมุกแบบตอบไม่ได้เพราะคำถามมาไม่ถึงหรอ พอเอาไปถามในไลน์ระบบอัตโนมัติหรืออะไรสักอย่างอ่านอย่างเร็วแต่ไม่มีคำตอบให้ ทำไว้ทำไม เสียความรู้สึก,1,FALSE,ระบบช่วยเหลือห่วยมาก,13/2/2021 7:53,t655555555
ไม่ค่อยมีโปรลดราคาดีๆเท่าไหร่,4,FALSE,โปรบดราคา,13/2/2021 7:07,youvava
ดีเยี่ยม,5,FALSE,ปุ้นๆ,13/2/2021 5:16,ปุ้นน
คนส่งสุภาพ พูดจาดี ส่งเร็ว เครื่องดื่มดี,5,FALSE,คนส่งสุภาพ พูดจาดี,12/2/2021 4:04,sakky sakky
"สะดวกดี ค่าบริการก็สมเหตุสมผล
ขัดใจกะ GPS ไม่ตรงกะตำแหน่งแค่นั้นเอง
ที่เหลือโดยรวมโอเคครับ",4,FALSE,ชอบครับ,12/2/2021 9:54,Tom491020
สะดวกสบายในการสั่งอาหาร,5,FALSE,แอหนี้ดีจริง,12/2/2021 3:11,เปานะจ๊ะ
อาหารรสชาติดี ไม่ช้าไป อร่อยเหมือนกินข้าวบ้าน??,5,FALSE,ต้องสั่ง!!,11/2/2021 9:49,Grosh.
ดีกว่าแกร็ปมาก มุดตรง จัดส่งไว,5,FALSE,ความ special,11/2/2021 5:47,Pii muay
จัดส่งไวทันใจจริงๆครับ,5,FALSE,จัดส่งไวทันใจ,11/2/2021 2:09,Surachai2965
ถูกใจมากค่ะ ส่งเร็วดี,5,FALSE,เด็กเเว๊นสมัยยนี้ ต้องยอมแพ้ LINE MAN ขี่ส่งเร็วมากก,10/2/2021 12:46,นาบี ??
สะดวก ปลอดภัย บริการดี ขนส่งสุภาพ มีโปรดีๆเพียบ ขอบคุณนะคะ,5,FALSE,บริการประทับใจมาก,10/2/2021 9:04,เอ้อ้อม
พัฒนาต่อไปนะครับ,5,FALSE,ดีมากครับ,10/2/2021 6:57,l3igkrub
เร็วมาก,5,FALSE,ส่งเร็วมากๆๆๆๆๆ,10/2/2021 4:46,ต้อม จิ
อยากให้เพิ่มพื้นที่การจัดส่งค่ะ,4,FALSE,ถ้าในพื้นที่นี้มีร้านวห้เลือกเยอะกว่านี้จะดีมากเลยค่ะ,10/2/2021 6:23,gjsneiekehsuus
ไลเเมนพูดเพราะคะ,5,FALSE,ไลเเมน,9/2/2021 13:25,เเพนพัชร
จัดส่งเร็วมาก ชอบรักเลย,5,FALSE,สุภาพ,9/2/2021 8:26,OAT VC
จัดส่งเร็ว คุณภาพดี,5,FALSE,จัดส่งรวดเร็ว,9/2/2021 3:44,bank_siri
น่าจะมากกว่าเจ้าอื่นนะ  ลองดูครับ  ดีจริง,5,FALSE,คิดถึงลูกค้า,8/2/2021 14:23,Dodotai
Overall service is alright but the location is the thing you need to work on a bit.,5,FALSE,Need to focus on location pin,8/2/2021 10:15,Wootton1995
ดีมากคะ,5,FALSE,บริการเร็วมากคะ,8/2/2021 8:49,Toontoonbkk
คนจัดส่งสุภาพและเป็นมิตรทุกคนเลยค่ะ,5,FALSE,พนักงาน,8/2/2021 7:47,SomOh
คนขับนอบน้อมมากค่ะ,5,FALSE,คนขับนอบน้อมมากค่ะ,8/2/2021 6:42,sirimathaipbs
ดี,5,FALSE,ไม่เสียค่าส่งพนักงานบริการดี,8/2/2021 6:37,nunidnidnoi
คนขับลุภาพ ???? รสชาดดี จัดล่งเร็ว และ ค่าส่งไม่แพง,5,FALSE,คนขับ,8/2/2021 6:11,Nid thanatsiree
บริการดีกว่าเจ้าอื่น รวดเร็ว ทางการ สะอาด(บางคน),5,FALSE,บริการ,8/2/2021 6:05,Karogp
การค้นหาควรให้เสถียรมากกว่านี้. ค้นหาง่ายๆ,4,FALSE,ค้นหาไม่ค่อยเจอทั้งๆที่พิมพ์ชื่อร้านถูกต้อง เลือกประเภท,8/2/2021 4:28,คอมเม้นนิสสสนะ
เราจ่ายเงินไปกับบัตรแล้วเผลอจ่ายพี่ไลน์แมนอีก แต่เขาก็ได้แจ้งว่า เราจ่ายแล้ว ขอบคุณค่ะ,5,FALSE,ความซื่อสัตย์,8/2/2021 3:21,โอ๋ทิพย์
จัดส่งครบถูกต้องค่ะ,5,FALSE,ดีค่ะ,8/2/2021 1:43,Olive_Ok
เร็วมากค่ะ,5,FALSE,เร็วมาก,8/2/2021 0:31,Jakajun
รายการของตรง สะอาดไม่หกเลอะเทอะ,5,FALSE,ที่อยู่ในแผนที่ ระบุเองง่ายกว่าแอปอื่นๆ,7/2/2021 13:47,เพ็
พนักงานมารยาทดีมากๆ ตัดส่งเร็ว,5,FALSE,รีวิว,7/2/2021 13:46,กิ๋ววว
คนส่งสุภาพมากๆ ลืมให้ทิปไปเลย อาหารอร่อยค่ะส้มตำได้ดั่งใจมากชอบค่ะ วันหลังต้องสั่งเพิ่มแน่นอนค่ะ ร้านอาหารให้ฟรีอีก1ครก น่ารักมากค่ะ ลองดูกันได้นะคะ,5,FALSE,บริการอาหารที่ดี,7/2/2021 11:35,J JJINJIN
????,5,FALSE,อาหารอร่อยคุณภาพดี คุ้มราคาครับ,7/2/2021 10:41,somethingtruthz
ถูกใจกับการบริการพูดเพราะ สุภาพ,5,FALSE,การบริการ,7/2/2021 9:49,นกสายเปย์ โก๋พันลำ
??,5,FALSE,คนส่งน่ารักค่ะ??,7/2/2021 6:23,ดาดี่
บริการดี จัดส่งไวมากคะ ประทับใจมาก,5,FALSE,สั่งครั้งแรก,7/2/2021 5:23,minalinnnnn
พรักงานส่งอาหารมีความสุภาพมาก บริการดี,5,FALSE,Excellent Service,7/2/2021 5:08,Uorrarat
ร้านค้าเยอะ,5,FALSE,บริการดี,7/2/2021 1:21,จิตติมา โอ
สุภาพมากๆ เป็นสุภาพสตรี ส่งไวด้วย เข้าใจง่าย สุดยอด,5,FALSE,คนส่งของ,6/2/2021 15:13,บูม_8
Fast delivery and food quality,5,FALSE,Good app,6/2/2021 7:40,Bee Chavez
อยากให้มีการส่งข้อความคุยกับไรเดอร์ค่ะ,4,FALSE,เพิ่มแชทข้อความ,6/2/2021 12:24,happyntj21
อยากให้มีระบบจ่ายเงินแบบพร้อมเพย์,5,FALSE,ระบบจ่ายเงิน,6/2/2021 3:35,Ohmsupakorn
พนักงานบริการดีมากๆค่ะ,5,FALSE,บริการดี,6/2/2021 2:59,รัตนาวดีเพ็ญ
แอบดีใช้ง่ายพนักงานสุภาพส่งของไวรวมแล้วดีค่ะ,5,FALSE,ดี,6/2/2021 2:05,spn.pk
ได้รับของเร็ว ออเดอร์ตรงตามที่สั่ง คนขับพูดจาสุภาพค่ะ,5,FALSE,????,5/2/2021 13:05,no pond ka
อยากให้สั่งได้มากกว่า1ร้านค้า และควรมีรีวิวร้านค้าเพื่อให้คนติชมเพื่อช่วยตัดสินใจเลือกร้านนั้นๆ,4,FALSE,ติชม,5/2/2021 14:35,fuuzaa
